GOLD,id,BRONZE,SILVER,PLATINUM,PURCHASED,collection_id
133,101540,68,94,185,Bronze,v_quotes
96,101541,31,57,148,Platinum,v_quotes
103,101542,38,64,155,Platinum,v_quotes
106,101544,41,67,158,Gold,v_quotes
111,101546,46,72,163,Gold,v_quotes
127,101547,62,88,179,Gold,v_quotes
103,101550,38,64,155,Gold,v_quotes
106,101551,41,67,158,Silver,v_quotes
119,101552,54,80,171,Silver,v_quotes
127,101555,62,88,179,Silver,v_quotes
117,101557,52,78,169,Bronze,v_quotes
122,101560,57,83,174,Silver,v_quotes
134,101561,69,95,186,Silver,v_quotes
117,101563,52,78,169,Gold,v_quotes
101,101565,36,62,153,Bronze,v_quotes
98,101566,33,59,150,Bronze,v_quotes
127,101570,62,88,179,Gold,v_quotes
96,101571,31,57,148,Bronze,v_quotes
96,101572,31,57,148,Silver,v_quotes
106,101574,41,67,158,Silver,v_quotes
96,101577,31,57,148,Bronze,v_quotes
117,101578,52,78,169,Silver,v_quotes
106,101579,41,67,158,Gold,v_quotes
101,101581,36,62,153,Bronze,v_quotes
116,101583,51,77,168,Gold,v_quotes
122,101585,57,83,174,Platinum,v_quotes
127,101588,62,88,179,Silver,v_quotes
118,101590,53,79,170,Platinum,v_quotes
111,101591,46,72,163,Gold,v_quotes
122,101592,57,83,174,Silver,v_quotes
96,101595,31,57,148,Bronze,v_quotes
96,101596,31,57,148,Silver,v_quotes
111,101598,46,72,163,Silver,v_quotes
132,101599,67,93,184,Silver,v_quotes
106,101601,41,67,158,Bronze,v_quotes
126,101602,61,87,178,Silver,v_quotes
127,101603,62,88,179,Bronze,v_quotes
112,101607,47,73,164,Bronze,v_quotes
119,101608,54,80,171,Silver,v_quotes
142,101609,77,103,194,Bronze,v_quotes
101,101611,36,62,153,Bronze,v_quotes
122,101613,57,83,174,Silver,v_quotes
124,101615,59,85,176,Bronze,v_quotes
142,101617,77,103,194,Bronze,v_quotes
98,101618,33,59,150,Silver,v_quotes
152,101619,87,113,204,Gold,v_quotes
96,101620,31,57,148,Bronze,v_quotes
117,101621,52,78,169,Gold,v_quotes
96,101625,31,57,148,Platinum,v_quotes
96,101626,31,57,148,Bronze,v_quotes
98,101627,33,59,150,Silver,v_quotes
96,101628,31,57,148,Gold,v_quotes
96,101630,31,57,148,Gold,v_quotes
106,101631,41,67,158,Platinum,v_quotes
106,101632,41,67,158,Silver,v_quotes
117,101633,52,78,169,Gold,v_quotes
111,101636,46,72,163,Platinum,v_quotes
132,101638,67,93,184,Gold,v_quotes
98,101640,33,59,150,Bronze,v_quotes
106,101642,41,67,158,Gold,v_quotes
126,101643,61,87,178,Gold,v_quotes
126,101644,61,87,178,Silver,v_quotes
101,101649,36,62,153,Silver,v_quotes
132,101651,67,93,184,Silver,v_quotes
96,101652,31,57,148,Gold,v_quotes
106,101653,41,67,158,Silver,v_quotes
122,101656,57,83,174,Silver,v_quotes
127,101657,62,88,179,Silver,v_quotes
122,101658,57,83,174,Silver,v_quotes
101,101660,36,62,153,Bronze,v_quotes
111,101661,46,72,163,Gold,v_quotes
96,101662,31,57,148,Gold,v_quotes
112,101664,47,73,164,Gold,v_quotes
122,101668,57,83,174,Gold,v_quotes
96,101669,31,57,148,Gold,v_quotes
96,101001,31,57,148,Gold,v_quotes
106,101003,41,67,158,Silver,v_quotes
136,101004,71,97,188,Silver,v_quotes
112,101005,47,73,164,Silver,v_quotes
122,101008,57,83,174,Bronze,v_quotes
101,101009,36,62,153,Silver,v_quotes
112,101010,47,73,164,Gold,v_quotes
119,101014,54,80,171,Silver,v_quotes
122,101016,57,83,174,Gold,v_quotes
122,101017,57,83,174,Bronze,v_quotes
122,101024,57,83,174,Bronze,v_quotes
142,101026,77,103,194,Platinum,v_quotes
96,101027,31,57,148,Bronze,v_quotes
106,101028,41,67,158,Silver,v_quotes
96,101033,31,57,148,Silver,v_quotes
106,101034,41,67,158,Silver,v_quotes
101,101035,36,62,153,Silver,v_quotes
98,101038,33,59,150,Gold,v_quotes
118,101039,53,79,170,Bronze,v_quotes
112,101040,47,73,164,Bronze,v_quotes
112,101041,47,73,164,Bronze,v_quotes
117,101043,52,78,169,Bronze,v_quotes
106,101044,41,67,158,Bronze,v_quotes
101,101047,36,62,153,Silver,v_quotes
118,101049,53,79,170,Gold,v_quotes
96,101050,31,57,148,Platinum,v_quotes
96,101051,31,57,148,Bronze,v_quotes
106,101052,41,67,158,Bronze,v_quotes
101,101054,36,62,153,Silver,v_quotes
119,101055,54,80,171,Silver,v_quotes
119,101056,54,80,171,Platinum,v_quotes
117,101059,52,78,169,Silver,v_quotes
96,101062,31,57,148,Silver,v_quotes
106,101063,41,67,158,Silver,v_quotes
103,101064,38,64,155,Gold,v_quotes
101,101066,36,62,153,Bronze,v_quotes
96,101067,31,57,148,Bronze,v_quotes
119,101068,54,80,171,Bronze,v_quotes
98,101070,33,59,150,Silver,v_quotes
106,101071,41,67,158,Platinum,v_quotes
103,101072,38,64,155,Silver,v_quotes
106,101073,41,67,158,Silver,v_quotes
106,101075,41,67,158,Gold,v_quotes
126,101076,61,87,178,Silver,v_quotes
101,101077,36,62,153,Gold,v_quotes
101,101079,36,62,153,Bronze,v_quotes
106,101080,41,67,158,Gold,v_quotes
132,101081,67,93,184,Silver,v_quotes
132,101082,67,93,184,Silver,v_quotes
122,101086,57,83,174,Silver,v_quotes
117,101088,52,78,169,Silver,v_quotes
96,101089,31,57,148,Silver,v_quotes
127,101092,62,88,179,Gold,v_quotes
126,101093,61,87,178,Platinum,v_quotes
103,101094,38,64,155,Platinum,v_quotes
103,101097,38,64,155,Bronze,v_quotes
112,101098,47,73,164,Silver,v_quotes
122,101099,57,83,174,Bronze,v_quotes
117,101100,52,78,169,Gold,v_quotes
116,101102,51,77,168,Gold,v_quotes
142,101103,77,103,194,Bronze,v_quotes
112,101104,47,73,164,Bronze,v_quotes
103,101106,38,64,155,Bronze,v_quotes
106,101107,41,67,158,Gold,v_quotes
101,101110,36,62,153,Gold,v_quotes
118,101111,53,79,170,Gold,v_quotes
103,101113,38,64,155,Silver,v_quotes
101,101115,36,62,153,Silver,v_quotes
98,101116,33,59,150,Gold,v_quotes
98,101121,33,59,150,Gold,v_quotes
106,101122,41,67,158,Bronze,v_quotes
103,101123,38,64,155,Silver,v_quotes
116,101125,51,77,168,Gold,v_quotes
134,101129,69,95,186,Silver,v_quotes
101,101130,36,62,153,Bronze,v_quotes
117,101131,52,78,169,Gold,v_quotes
103,101133,38,64,155,Silver,v_quotes
136,101134,71,97,188,Silver,v_quotes
106,101135,41,67,158,Gold,v_quotes
112,101139,47,73,164,Silver,v_quotes
116,101140,51,77,168,Gold,v_quotes
118,101141,53,79,170,Gold,v_quotes
117,101142,52,78,169,Silver,v_quotes
117,101144,52,78,169,Bronze,v_quotes
101,101145,36,62,153,Platinum,v_quotes
112,101146,47,73,164,Silver,v_quotes
118,101154,53,79,170,Gold,v_quotes
96,101157,31,57,148,Bronze,v_quotes
133,101158,68,94,185,Gold,v_quotes
111,101159,46,72,163,Bronze,v_quotes
103,101161,38,64,155,Bronze,v_quotes
103,101162,38,64,155,Bronze,v_quotes
101,101163,36,62,153,Gold,v_quotes
119,101165,54,80,171,Bronze,v_quotes
101,101166,36,62,153,Bronze,v_quotes
103,101167,38,64,155,Bronze,v_quotes
127,101169,62,88,179,Bronze,v_quotes
122,101171,57,83,174,Silver,v_quotes
118,101172,53,79,170,Bronze,v_quotes
112,101173,47,73,164,Gold,v_quotes
142,101175,77,103,194,Silver,v_quotes
126,101177,61,87,178,Platinum,v_quotes
96,101179,31,57,148,Bronze,v_quotes
112,101181,47,73,164,Silver,v_quotes
116,101182,51,77,168,Bronze,v_quotes
96,101184,31,57,148,Bronze,v_quotes
103,101186,38,64,155,Bronze,v_quotes
103,101188,38,64,155,Gold,v_quotes
98,101189,33,59,150,Gold,v_quotes
98,101190,33,59,150,Bronze,v_quotes
122,101192,57,83,174,Bronze,v_quotes
106,101193,41,67,158,Silver,v_quotes
112,101194,47,73,164,Bronze,v_quotes
98,101197,33,59,150,Platinum,v_quotes
117,101198,52,78,169,Gold,v_quotes
126,101199,61,87,178,Platinum,v_quotes
103,101201,38,64,155,Platinum,v_quotes
101,101203,36,62,153,Gold,v_quotes
112,101204,47,73,164,Bronze,v_quotes
112,101205,47,73,164,Gold,v_quotes
103,101207,38,64,155,Silver,v_quotes
98,101209,33,59,150,Silver,v_quotes
101,101210,36,62,153,Silver,v_quotes
117,101211,52,78,169,Bronze,v_quotes
114,101214,49,75,166,Silver,v_quotes
98,101215,33,59,150,Silver,v_quotes
119,101218,54,80,171,Platinum,v_quotes
114,101220,49,75,166,Platinum,v_quotes
119,101222,54,80,171,Bronze,v_quotes
103,101223,38,64,155,Gold,v_quotes
101,101224,36,62,153,Bronze,v_quotes
122,101227,57,83,174,Bronze,v_quotes
112,101228,47,73,164,Platinum,v_quotes
96,101230,31,57,148,Silver,v_quotes
119,101233,54,80,171,Silver,v_quotes
119,101234,54,80,171,Silver,v_quotes
122,101235,57,83,174,Platinum,v_quotes
96,101236,31,57,148,Bronze,v_quotes
121,101239,56,82,173,Silver,v_quotes
126,101240,61,87,178,Platinum,v_quotes
101,101241,36,62,153,Silver,v_quotes
112,101250,47,73,164,Platinum,v_quotes
103,101251,38,64,155,Silver,v_quotes
96,101252,31,57,148,Bronze,v_quotes
106,101255,41,67,158,Bronze,v_quotes
96,101256,31,57,148,Gold,v_quotes
111,101257,46,72,163,Silver,v_quotes
119,101258,54,80,171,Silver,v_quotes
111,101261,46,72,163,Gold,v_quotes
103,101262,38,64,155,Bronze,v_quotes
108,101263,43,69,160,Silver,v_quotes
118,101266,53,79,170,Gold,v_quotes
98,101267,33,59,150,Gold,v_quotes
96,101268,31,57,148,Silver,v_quotes
101,101269,36,62,153,Gold,v_quotes
106,101271,41,67,158,Platinum,v_quotes
142,101272,77,103,194,Silver,v_quotes
112,101273,47,73,164,Bronze,v_quotes
106,101276,41,67,158,Bronze,v_quotes
126,101277,61,87,178,Gold,v_quotes
162,101278,97,123,214,Silver,v_quotes
111,101279,46,72,163,Gold,v_quotes
106,101281,41,67,158,Bronze,v_quotes
106,101283,41,67,158,Bronze,v_quotes
98,101284,33,59,150,Gold,v_quotes
101,101286,36,62,153,Silver,v_quotes
96,101288,31,57,148,Bronze,v_quotes
101,101290,36,62,153,Silver,v_quotes
106,101292,41,67,158,Gold,v_quotes
127,101295,62,88,179,Silver,v_quotes
136,101296,71,97,188,Gold,v_quotes
119,101301,54,80,171,Bronze,v_quotes
134,101303,69,95,186,Bronze,v_quotes
118,101304,53,79,170,Gold,v_quotes
116,101305,51,77,168,Gold,v_quotes
126,101311,61,87,178,Bronze,v_quotes
106,101313,41,67,158,Silver,v_quotes
119,101316,54,80,171,Silver,v_quotes
112,101317,47,73,164,Platinum,v_quotes
116,101319,51,77,168,Gold,v_quotes
114,101320,49,75,166,Silver,v_quotes
119,101321,54,80,171,Bronze,v_quotes
119,101323,54,80,171,Gold,v_quotes
136,101324,71,97,188,Bronze,v_quotes
103,101325,38,64,155,Gold,v_quotes
96,101326,31,57,148,Bronze,v_quotes
126,101330,61,87,178,Bronze,v_quotes
101,101331,36,62,153,Silver,v_quotes
114,101332,49,75,166,Bronze,v_quotes
122,101335,57,83,174,Silver,v_quotes
98,101337,33,59,150,Bronze,v_quotes
111,101338,46,72,163,Silver,v_quotes
96,101340,31,57,148,Bronze,v_quotes
101,101343,36,62,153,Gold,v_quotes
122,101344,57,83,174,Gold,v_quotes
136,101345,71,97,188,Platinum,v_quotes
132,101347,67,93,184,Silver,v_quotes
118,101348,53,79,170,Gold,v_quotes
106,101349,41,67,158,Bronze,v_quotes
112,101355,47,73,164,Silver,v_quotes
103,101357,38,64,155,Gold,v_quotes
118,101358,53,79,170,Bronze,v_quotes
136,101359,71,97,188,Silver,v_quotes
106,101363,41,67,158,Gold,v_quotes
98,101364,33,59,150,Bronze,v_quotes
152,101365,87,113,204,Bronze,v_quotes
127,101367,62,88,179,Silver,v_quotes
103,101368,38,64,155,Silver,v_quotes
106,101369,41,67,158,Silver,v_quotes
106,101371,41,67,158,Gold,v_quotes
152,101373,87,113,204,Silver,v_quotes
96,101374,31,57,148,Silver,v_quotes
118,101375,53,79,170,Silver,v_quotes
119,101378,54,80,171,Bronze,v_quotes
127,101381,62,88,179,Platinum,v_quotes
103,101382,38,64,155,Bronze,v_quotes
96,101384,31,57,148,Silver,v_quotes
96,101385,31,57,148,Gold,v_quotes
112,101386,47,73,164,Gold,v_quotes
112,101387,47,73,164,Gold,v_quotes
119,101391,54,80,171,Silver,v_quotes
117,101392,52,78,169,Silver,v_quotes
114,101395,49,75,166,Bronze,v_quotes
111,101397,46,72,163,Bronze,v_quotes
116,101398,51,77,168,Silver,v_quotes
101,101399,36,62,153,Silver,v_quotes
211,1010000,71,127,323,Gold,v_quotes
228,1010002,78,138,348,Silver,v_quotes
230,1010004,80,140,350,Bronze,v_quotes
226,1010005,86,142,338,Platinum,v_quotes
235,1010009,85,145,355,Silver,v_quotes
235,1010010,85,145,355,Bronze,v_quotes
236,1010011,96,152,348,Bronze,v_quotes
220,1010013,70,130,340,Silver,v_quotes
250,1010014,100,160,370,Gold,v_quotes
228,1010016,78,138,348,Gold,v_quotes
240,1010019,90,150,360,Bronze,v_quotes
206,1010021,66,122,318,Silver,v_quotes
206,1010022,66,122,318,Silver,v_quotes
225,1010023,75,135,345,Silver,v_quotes
220,1010025,70,130,340,Gold,v_quotes
235,1010026,85,145,355,Silver,v_quotes
250,1010027,100,160,370,Silver,v_quotes
226,1010030,86,142,338,Silver,v_quotes
214,1010031,74,130,326,Platinum,v_quotes
223,1010032,73,133,343,Silver,v_quotes
223,1010034,73,133,343,Silver,v_quotes
225,1010036,75,135,345,Gold,v_quotes
246,1010038,106,162,358,Silver,v_quotes
206,1010040,66,122,318,Gold,v_quotes
206,1010041,66,122,318,Bronze,v_quotes
220,1010042,70,130,340,Silver,v_quotes
228,1010044,78,138,348,Platinum,v_quotes
260,1010045,110,170,380,Gold,v_quotes
223,1010047,73,133,343,Platinum,v_quotes
228,1010048,78,138,348,Bronze,v_quotes
228,1010051,78,138,348,Silver,v_quotes
211,1010053,71,127,323,Bronze,v_quotes
228,1010054,78,138,348,Silver,v_quotes
240,1010057,90,150,360,Bronze,v_quotes
240,1010058,90,150,360,Platinum,v_quotes
246,1010059,96,156,366,Silver,v_quotes
214,1010061,74,130,326,Gold,v_quotes
228,1010062,78,138,348,Silver,v_quotes
210,1010063,60,120,330,Gold,v_quotes
220,1010066,70,130,340,Gold,v_quotes
216,1010068,76,132,328,Gold,v_quotes
211,1010069,71,127,323,Silver,v_quotes
225,1010071,75,135,345,Silver,v_quotes
206,1010073,66,122,318,Silver,v_quotes
235,1010075,85,145,355,Bronze,v_quotes
236,1010077,96,152,348,Gold,v_quotes
230,1010080,80,140,350,Platinum,v_quotes
230,1010081,80,140,350,Platinum,v_quotes
223,1010082,73,133,343,Silver,v_quotes
220,1010084,70,130,340,Gold,v_quotes
228,1017086,78,138,348,Silver,v_quotes
220,1017087,70,130,340,Gold,v_quotes
220,1017089,70,130,340,Silver,v_quotes
220,1017090,70,130,340,Platinum,v_quotes
220,1017093,70,130,340,Platinum,v_quotes
223,1017096,73,133,343,Bronze,v_quotes
221,1017097,81,137,333,Silver,v_quotes
230,1017098,80,140,350,Gold,v_quotes
228,1017102,78,138,348,Silver,v_quotes
256,1017103,106,166,376,Silver,v_quotes
225,1017104,75,135,345,Silver,v_quotes
220,1017107,70,130,340,Platinum,v_quotes
228,1017109,78,138,348,Silver,v_quotes
225,1017110,75,135,345,Silver,v_quotes
235,1017112,85,145,355,Silver,v_quotes
228,1017113,78,138,348,Bronze,v_quotes
220,1017114,70,130,340,Gold,v_quotes
235,1017115,85,145,355,Silver,v_quotes
206,1017117,66,122,318,Bronze,v_quotes
240,1017118,90,150,360,Gold,v_quotes
220,1017119,70,130,340,Gold,v_quotes
206,1017121,66,122,318,Gold,v_quotes
228,1017122,78,138,348,Gold,v_quotes
220,1017124,70,130,340,Bronze,v_quotes
235,1017127,85,145,355,Silver,v_quotes
250,1017128,100,160,370,Gold,v_quotes
240,1017129,90,150,360,Bronze,v_quotes
220,1017131,70,130,340,Bronze,v_quotes
211,1017132,71,127,323,Bronze,v_quotes
225,1017133,75,135,345,Gold,v_quotes
250,1017137,100,160,370,Silver,v_quotes
228,1017138,78,138,348,Silver,v_quotes
216,1017145,76,132,328,Silver,v_quotes
241,1017146,91,151,361,Bronze,v_quotes
216,1017151,76,132,328,Silver,v_quotes
229,1017153,89,145,341,Bronze,v_quotes
230,1017154,80,140,350,Silver,v_quotes
223,1017157,73,133,343,Gold,v_quotes
235,1017158,85,145,355,Silver,v_quotes
228,1017159,78,138,348,Platinum,v_quotes
214,1010588,74,130,326,Silver,v_quotes
221,1010589,81,137,333,Bronze,v_quotes
223,1010590,73,133,343,Silver,v_quotes
230,1010593,80,140,350,Silver,v_quotes
206,1010595,66,122,318,Silver,v_quotes
240,1010597,90,150,360,Bronze,v_quotes
223,1010599,73,133,343,Bronze,v_quotes
214,1010600,74,130,326,Bronze,v_quotes
220,1010601,70,130,340,Platinum,v_quotes
220,1010603,70,130,340,Silver,v_quotes
230,1010605,80,140,350,Gold,v_quotes
220,1010606,70,130,340,Bronze,v_quotes
260,1010607,110,170,380,Silver,v_quotes
228,1010611,78,138,348,Gold,v_quotes
243,1010612,93,153,363,Gold,v_quotes
221,1010613,81,137,333,Gold,v_quotes
230,1010615,80,140,350,Platinum,v_quotes
223,1010618,73,133,343,Gold,v_quotes
228,1010621,78,138,348,Gold,v_quotes
230,1010624,80,140,350,Bronze,v_quotes
225,1010625,75,135,345,Gold,v_quotes
225,1010626,75,135,345,Bronze,v_quotes
220,1010629,70,130,340,Gold,v_quotes
230,1010630,80,140,350,Gold,v_quotes
235,1010631,85,145,355,Gold,v_quotes
230,1010635,80,140,350,Bronze,v_quotes
214,1010636,74,130,326,Gold,v_quotes
223,1010638,73,133,343,Silver,v_quotes
236,1010639,86,146,356,Gold,v_quotes
206,1010642,66,122,318,Bronze,v_quotes
250,1010643,100,160,370,Gold,v_quotes
216,1010645,76,132,328,Silver,v_quotes
225,1010648,75,135,345,Silver,v_quotes
220,1010649,70,130,340,Bronze,v_quotes
225,1010650,75,135,345,Bronze,v_quotes
220,1010652,70,130,340,Silver,v_quotes
235,1010653,85,145,355,Gold,v_quotes
223,1010654,73,133,343,Bronze,v_quotes
225,1010657,75,135,345,Platinum,v_quotes
240,1010658,90,150,360,Platinum,v_quotes
230,1010659,90,146,342,Gold,v_quotes
235,1010661,85,145,355,Silver,v_quotes
216,1010662,76,132,328,Silver,v_quotes
236,1010663,96,152,348,Bronze,v_quotes
243,1010665,93,153,363,Silver,v_quotes
214,1010667,74,130,326,Platinum,v_quotes
220,1010668,70,130,340,Gold,v_quotes
260,1010669,110,170,380,Bronze,v_quotes
235,1010672,85,145,355,Bronze,v_quotes
246,1010673,106,162,358,Silver,v_quotes
220,1010674,70,130,340,Bronze,v_quotes
225,1017162,75,135,345,Bronze,v_quotes
228,1017165,78,138,348,Silver,v_quotes
230,1017166,80,140,350,Silver,v_quotes
223,1017167,73,133,343,Bronze,v_quotes
220,1017169,70,130,340,Silver,v_quotes
230,1017170,80,140,350,Silver,v_quotes
225,1017171,75,135,345,Silver,v_quotes
230,1017172,80,140,350,Gold,v_quotes
211,1017174,71,127,323,Silver,v_quotes
243,1017176,93,153,363,Silver,v_quotes
228,1017177,78,138,348,Gold,v_quotes
225,1017179,75,135,345,Bronze,v_quotes
230,1017180,80,140,350,Silver,v_quotes
211,1017181,71,127,323,Bronze,v_quotes
216,1017184,76,132,328,Bronze,v_quotes
240,1017186,90,150,360,Gold,v_quotes
228,1017187,78,138,348,Silver,v_quotes
220,1017189,70,130,340,Bronze,v_quotes
230,1017190,80,140,350,Platinum,v_quotes
230,1017191,80,140,350,Silver,v_quotes
240,1017195,90,150,360,Silver,v_quotes
206,1017196,66,122,318,Bronze,v_quotes
228,1017197,78,138,348,Bronze,v_quotes
235,1017199,85,145,355,Gold,v_quotes
235,1017201,85,145,355,Silver,v_quotes
230,1017202,80,140,350,Gold,v_quotes
240,1017203,90,150,360,Platinum,v_quotes
235,1017205,85,145,355,Gold,v_quotes
214,1017207,74,130,326,Silver,v_quotes
235,1017208,85,145,355,Gold,v_quotes
209,1017211,69,125,321,Gold,v_quotes
220,1017212,70,130,340,Platinum,v_quotes
230,1017213,80,140,350,Gold,v_quotes
225,1017220,75,135,345,Silver,v_quotes
235,1017221,85,145,355,Bronze,v_quotes
220,1017224,70,130,340,Gold,v_quotes
220,1017227,70,130,340,Silver,v_quotes
206,1017228,66,122,318,Platinum,v_quotes
230,1017230,80,140,350,Silver,v_quotes
243,1017233,93,153,363,Silver,v_quotes
220,1017234,70,130,340,Gold,v_quotes
230,1017235,80,140,350,Bronze,v_quotes
225,1017236,75,135,345,Silver,v_quotes
230,1017238,80,140,350,Bronze,v_quotes
220,1017239,70,130,340,Platinum,v_quotes
230,1017240,80,140,350,Silver,v_quotes
226,1017242,86,142,338,Bronze,v_quotes
240,1017244,90,150,360,Gold,v_quotes
220,1017245,70,130,340,Bronze,v_quotes
225,1017249,75,135,345,Gold,v_quotes
223,1017251,73,133,343,Bronze,v_quotes
228,1017252,78,138,348,Silver,v_quotes
221,1017255,81,137,333,Bronze,v_quotes
206,1017259,66,122,318,Silver,v_quotes
230,1017260,80,140,350,Silver,v_quotes
225,1017263,75,135,345,Platinum,v_quotes
213,1017264,63,123,333,Bronze,v_quotes
216,1017265,76,132,328,Bronze,v_quotes
244,1017267,94,154,364,Silver,v_quotes
223,1017268,73,133,343,Bronze,v_quotes
220,1017269,70,130,340,Gold,v_quotes
246,1017270,106,162,358,Gold,v_quotes
220,1017273,70,130,340,Silver,v_quotes
240,1017274,90,150,360,Gold,v_quotes
228,1017275,78,138,348,Gold,v_quotes
209,1017279,69,125,321,Gold,v_quotes
213,1017280,63,123,333,Platinum,v_quotes
206,1017281,66,122,318,Bronze,v_quotes
240,1017284,90,150,360,Bronze,v_quotes
246,1017285,96,156,366,Silver,v_quotes
230,1017286,80,140,350,Gold,v_quotes
216,1017289,76,132,328,Bronze,v_quotes
235,1017291,85,145,355,Silver,v_quotes
240,1017292,90,150,360,Platinum,v_quotes
216,1017294,76,132,328,Gold,v_quotes
230,1017295,80,140,350,Silver,v_quotes
230,1017296,80,140,350,Bronze,v_quotes
220,1017298,70,130,340,Bronze,v_quotes
228,1017300,78,138,348,Gold,v_quotes
220,1017302,70,130,340,Bronze,v_quotes
225,1017304,75,135,345,Gold,v_quotes
228,1017306,78,138,348,Silver,v_quotes
220,1017307,70,130,340,Silver,v_quotes
223,1017308,73,133,343,Silver,v_quotes
228,1017313,78,138,348,Gold,v_quotes
228,1017314,78,138,348,Bronze,v_quotes
250,1017315,100,160,370,Platinum,v_quotes
225,1017317,75,135,345,Bronze,v_quotes
240,1017318,90,150,360,Bronze,v_quotes
250,1017319,100,160,370,Gold,v_quotes
230,1017321,80,140,350,Platinum,v_quotes
211,1017322,71,127,323,Gold,v_quotes
220,1017323,70,130,340,Gold,v_quotes
237,1017326,97,153,349,Silver,v_quotes
220,1017327,70,130,340,Silver,v_quotes
214,1017328,74,130,326,Silver,v_quotes
225,1017329,75,135,345,Silver,v_quotes
244,1017332,94,154,364,Silver,v_quotes
225,1017333,75,135,345,Silver,v_quotes
225,1017337,75,135,345,Gold,v_quotes
225,1017339,75,135,345,Bronze,v_quotes
230,1017340,80,140,350,Gold,v_quotes
230,1017341,80,140,350,Silver,v_quotes
230,1017344,80,140,350,Silver,v_quotes
223,1017345,73,133,343,Gold,v_quotes
220,1017347,70,130,340,Silver,v_quotes
221,1017351,81,137,333,Bronze,v_quotes
223,1017352,73,133,343,Silver,v_quotes
230,1017355,80,140,350,Platinum,v_quotes
225,1017357,75,135,345,Gold,v_quotes
223,1017359,73,133,343,Silver,v_quotes
246,1017360,96,156,366,Bronze,v_quotes
250,1017362,100,160,370,Bronze,v_quotes
225,1017363,75,135,345,Platinum,v_quotes
220,1017367,70,130,340,Bronze,v_quotes
211,1017368,71,127,323,Bronze,v_quotes
228,1017370,78,138,348,Gold,v_quotes
226,1017371,86,142,338,Silver,v_quotes
220,1017372,70,130,340,Silver,v_quotes
228,1017377,78,138,348,Platinum,v_quotes
235,1017378,85,145,355,Gold,v_quotes
270,1017379,120,180,390,Silver,v_quotes
206,1010682,66,122,318,Silver,v_quotes
209,1010684,69,125,321,Silver,v_quotes
228,1010685,78,138,348,Gold,v_quotes
230,1010686,80,140,350,Silver,v_quotes
225,1010687,75,135,345,Bronze,v_quotes
211,1010691,71,127,323,Gold,v_quotes
226,1010692,86,142,338,Silver,v_quotes
228,1010693,78,138,348,Gold,v_quotes
228,1010695,78,138,348,Gold,v_quotes
206,1010696,66,122,318,Gold,v_quotes
230,1010697,80,140,350,Silver,v_quotes
235,1010700,85,145,355,Gold,v_quotes
206,1010701,66,122,318,Bronze,v_quotes
243,1010702,93,153,363,Silver,v_quotes
209,1010704,69,125,321,Gold,v_quotes
214,1010707,74,130,326,Gold,v_quotes
220,1010709,70,130,340,Silver,v_quotes
225,1010711,75,135,345,Silver,v_quotes
209,1010712,69,125,321,Silver,v_quotes
220,1010713,70,130,340,Platinum,v_quotes
228,1010716,78,138,348,Silver,v_quotes
228,1010717,78,138,348,Platinum,v_quotes
206,1010718,66,122,318,Silver,v_quotes
246,1010719,106,162,358,Gold,v_quotes
221,1010724,81,137,333,Silver,v_quotes
230,1010726,80,140,350,Bronze,v_quotes
226,1010727,86,142,338,Platinum,v_quotes
230,1010729,80,140,350,Bronze,v_quotes
220,1010730,70,130,340,Silver,v_quotes
228,1010731,78,138,348,Silver,v_quotes
230,1010734,80,140,350,Gold,v_quotes
225,1010736,75,135,345,Gold,v_quotes
228,1010738,78,138,348,Platinum,v_quotes
223,1010741,73,133,343,Bronze,v_quotes
209,1010742,69,125,321,Silver,v_quotes
235,1010743,85,145,355,Silver,v_quotes
216,1010745,76,132,328,Bronze,v_quotes
235,1010746,85,145,355,Gold,v_quotes
221,1010747,81,137,333,Bronze,v_quotes
230,1010749,80,140,350,Silver,v_quotes
228,1010750,78,138,348,Bronze,v_quotes
250,1010752,100,160,370,Silver,v_quotes
230,1010756,80,140,350,Gold,v_quotes
211,1010758,71,127,323,Bronze,v_quotes
220,1010759,70,130,340,Gold,v_quotes
228,1010761,78,138,348,Silver,v_quotes
250,1010764,100,160,370,Bronze,v_quotes
209,1010765,69,125,321,Gold,v_quotes
228,1010766,78,138,348,Bronze,v_quotes
223,1010769,73,133,343,Silver,v_quotes
225,1010772,75,135,345,Gold,v_quotes
228,1010773,78,138,348,Platinum,v_quotes
220,1010775,70,130,340,Bronze,v_quotes
221,1010776,81,137,333,Bronze,v_quotes
204,1010777,64,120,316,Bronze,v_quotes
250,1010781,100,160,370,Bronze,v_quotes
220,1010782,70,130,340,Silver,v_quotes
230,1010783,80,140,350,Gold,v_quotes
214,1010785,74,130,326,Silver,v_quotes
232,1010787,92,148,344,Bronze,v_quotes
211,1010788,71,127,323,Gold,v_quotes
216,1010793,76,132,328,Silver,v_quotes
220,1010795,70,130,340,Bronze,v_quotes
220,1010796,70,130,340,Bronze,v_quotes
220,1010798,70,130,340,Gold,v_quotes
230,1010800,80,140,350,Gold,v_quotes
225,1010801,75,135,345,Silver,v_quotes
230,1010802,80,140,350,Gold,v_quotes
214,1010804,74,130,326,Silver,v_quotes
251,1010805,101,161,371,Bronze,v_quotes
243,1010807,93,153,363,Silver,v_quotes
230,1010812,80,140,350,Silver,v_quotes
240,1010813,90,150,360,Silver,v_quotes
